"Site","Year","QuadID","Species","Cover","Treatment","Seeding07","Seeding06","SEED","Growth Habit","Duration","US Nativity","Seeded"
"Bellfountain",2009,"BF-35-1","Agoseris grandiflora",0.50,"R","NS","SD","2006","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-1","Agrostis",15.00,"R","NS","SD","2006","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-35-1","Bare Soil",0.00,"R","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-35-1","Cerastium glomeratum",1.50,"R","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-1","Danthonia californica",1.00,"R","NS","SD","2006","Graminoid","Perennial","Native","Yes"
"Bellfountain",2009,"BF-35-1","Elymus glaucus",0.60,"R","NS","SD","2006","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-35-1","Epilobium brachycarpum",0.00,"R","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-1","Eriophyllum lanatum",0.10,"R","NS","SD","2006","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-35-1","Fragaria virginiana",16.00,"R","NS","SD","2006","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-1","Galium divaricatum",2.00,"R","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-1","Hypericum perforatum",0.20,"R","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-1","Hypochaeris radicata",0.10,"R","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-1","Leucanthemum vulgare",4.00,"R","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-1","Lichen",0.00,"R","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-35-1","Linanthus bicolor",0.10,"R","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-1","Litter",70.00,"R","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-35-1","Lomatium utriculatum",0.10,"R","NS","SD","2006","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-35-1","Lotus micranthus",1.50,"R","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-1","Luzula comosa",0.20,"R","NS","SD","2006","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-35-1","Madia gracilis",0.00,"R","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-1","Microsteris gracilis",0.40,"R","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-1","Moss",20.00,"R","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-35-1","Myosotis discolor",0.80,"R","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-1","Osmorhiza chilensis",0.20,"R","NS","SD","2006","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-1","Plectritis congesta",0.00,"R","NS","SD","2006","Forb","Annual","Native","Yes"
"Bellfountain",2009,"BF-35-1","Prunella vulgaris",1.00,"R","NS","SD","2006","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-1","Rock",0.00,"R","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-35-1","Rumex acetosella",0.50,"R","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-1","Sanicula crassicaulis",0.00,"R","NS","SD","2006","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-1","Sherardia arvensis",0.10,"R","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-1","Triphysaria pusilla",0.20,"R","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-1","Veronica arvensis",0.10,"R","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-1","Vicia sativa",2.00,"R","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-2","Achillea millefolium",0.70,"R","SD","SD","Both","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-35-2","Agoseris grandiflora",0.40,"R","SD","SD","Both","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-2","Agrostis",15.00,"R","SD","SD","Both","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-35-2","Amelanchier alnifolia",0.20,"R","SD","SD","Both","Shrub","Perennial","Native",
"Bellfountain",2009,"BF-35-2","Bare Soil",0.00,"R","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-35-2","Cardamine oligosperma",0.00,"R","SD","SD","Both","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-2","Carex tumulicola",0.40,"R","SD","SD","Both","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-35-2","Cerastium glomeratum",2.00,"R","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-2","Clinopodium douglasii",0.10,"R","SD","SD","Both","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-2","Cruciata pedemontana",0.60,"R","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-2","Danthonia californica",0.30,"R","SD","SD","Both","Graminoid","Perennial","Native","Yes"
"Bellfountain",2009,"BF-35-2","Daucus carota",0.00,"R","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-2","Daucus pusillus",0.20,"R","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-2","Elymus glaucus",2.00,"R","SD","SD","Both","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-35-2","Epilobium brachycarpum",0.00,"R","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-2","Eriophyllum lanatum",0.80,"R","SD","SD","Both","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-35-2","Fragaria virginiana",5.00,"R","SD","SD","Both","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-2","Galium divaricatum",0.70,"R","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-2","Hypericum perforatum",0.50,"R","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-2","Hypochaeris radicata",0.00,"R","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-2","Leucanthemum vulgare",10.00,"R","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-2","Lichen",0.00,"R","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-35-2","Linanthus bicolor",0.00,"R","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-2","Litter",80.00,"R","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-35-2","Lomatium utriculatum",0.30,"R","SD","SD","Both","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-35-2","Lotus micranthus",1.00,"R","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-2","Luzula comosa",0.20,"R","SD","SD","Both","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-35-2","Madia gracilis",0.70,"R","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-2","Microsteris gracilis",0.30,"R","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-2","Moss",40.00,"R","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-35-2","Myosotis discolor",1.00,"R","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-2","Osmorhiza chilensis",0.30,"R","SD","SD","Both","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-2","Plectritis congesta",0.30,"R","SD","SD","Both","Forb","Annual","Native","Yes"
"Bellfountain",2009,"BF-35-2","Prunella vulgaris",10.00,"R","SD","SD","Both","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-2","Ranunculus occidentalis",0.90,"R","SD","SD","Both","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-35-2","Rock",0.00,"R","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-35-2","Rubus ursinus",0.80,"R","SD","SD","Both","Shrub","Perennial","Native",
"Bellfountain",2009,"BF-35-2","Rumex acetosella",0.50,"R","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-2","Sherardia arvensis",0.00,"R","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-2","Taraxacum officinale",0.20,"R","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-2","Trifolium dubium",0.10,"R","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-2","Triphysaria pusilla",0.90,"R","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-2","Veronica arvensis",0.10,"R","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-2","Vicia hirsuta",1.00,"R","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-2","Vicia sativa",0.80,"R","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-3","Achillea millefolium",4.00,"R","NS","NS","NS","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-35-3","Agoseris grandiflora",0.50,"R","NS","NS","NS","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-3","Agrostis",7.00,"R","NS","NS","NS","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-35-3","Aira caryophyllea",0.00,"R","NS","NS","NS","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-35-3","Bare Soil",0.00,"R","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-35-3","Brodiaea coronaria",0.20,"R","NS","NS","NS","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-3","Bromus hordeaceus",0.00,"R","NS","NS","NS","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-35-3","Cardamine oligosperma",0.00,"R","NS","NS","NS","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-3","Cerastium glomeratum",2.00,"R","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-3","Collinsia parviflora",0.10,"R","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-3","Cruciata pedemontana",0.10,"R","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-3","Danthonia californica",0.00,"R","NS","NS","NS","Graminoid","Perennial","Native","Yes"
"Bellfountain",2009,"BF-35-3","Daucus carota",0.00,"R","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-3","Elymus glaucus",0.80,"R","NS","NS","NS","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-35-3","Epilobium brachycarpum",0.00,"R","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-3","Fragaria virginiana",4.00,"R","NS","NS","NS","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-3","Galium divaricatum",0.00,"R","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-3","Holcus lanatus",0.70,"R","NS","NS","NS","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-35-3","Hypericum perforatum",0.10,"R","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-3","Hypochaeris radicata",0.00,"R","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-3","Leucanthemum vulgare",23.00,"R","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-3","Lichen",0.00,"R","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-35-3","Litter",80.00,"R","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-35-3","Lotus micranthus",0.80,"R","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-3","Luzula comosa",0.10,"R","NS","NS","NS","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-35-3","Madia gracilis",0.50,"R","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-3","Microsteris gracilis",0.20,"R","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-3","Moss",25.00,"R","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-35-3","Myosotis discolor",0.10,"R","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-3","Nemophila parviflora",0.10,"R","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-3","Osmorhiza chilensis",0.60,"R","NS","NS","NS","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-3","Prunella vulgaris",0.00,"R","NS","NS","NS","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-3","Rock",0.00,"R","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-35-3","Rubus ursinus",6.00,"R","NS","NS","NS","Shrub","Perennial","Native",
"Bellfountain",2009,"BF-35-3","Rumex acetosella",0.80,"R","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-3","Sherardia arvensis",0.10,"R","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-3","Trifolium dubium",0.00,"R","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-3","Triphysaria pusilla",0.20,"R","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-3","Veronica arvensis",0.30,"R","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-3","Vicia hirsuta",1.00,"R","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-3","Vicia sativa",1.00,"R","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-4","Achillea millefolium",0.30,"R","SD","NS","2007","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-35-4","Agoseris grandiflora",0.20,"R","SD","NS","2007","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-4","Agrostis",5.00,"R","SD","NS","2007","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-35-4","Bare Soil",0.00,"R","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-35-4","Bromus carinatus",0.00,"R","SD","NS","2007","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-35-4","Cerastium glomeratum",1.50,"R","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-4","Cirsium vulgare",0.00,"R","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-4","Cruciata pedemontana",3.00,"R","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-4","Cynosurus echinatus",0.00,"R","SD","NS","2007","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-35-4","Dactylis glomerata",1.50,"R","SD","NS","2007","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-35-4","Danthonia californica",1.00,"R","SD","NS","2007","Graminoid","Perennial","Native","Yes"
"Bellfountain",2009,"BF-35-4","Daucus carota",0.00,"R","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-4","Elymus glaucus",0.50,"R","SD","NS","2007","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-35-4","Epilobium brachycarpum",0.00,"R","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-4","Eriophyllum lanatum",0.10,"R","SD","NS","2007","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-35-4","Fragaria virginiana",7.00,"R","SD","NS","2007","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-4","Galium divaricatum",0.00,"R","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-4","Holcus lanatus",0.40,"R","SD","NS","2007","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-35-4","Hypericum perforatum",0.00,"R","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-4","Hypochaeris radicata",0.00,"R","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-4","Leucanthemum vulgare",16.00,"R","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-4","Lichen",0.00,"R","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-35-4","Litter",60.00,"R","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-35-4","Lomatium utriculatum",0.20,"R","SD","NS","2007","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-35-4","Lotus micranthus",2.00,"R","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-4","Luzula comosa",0.00,"R","SD","NS","2007","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-35-4","Madia gracilis",0.60,"R","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-4","Microsteris gracilis",0.10,"R","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-4","Moss",45.00,"R","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-35-4","Myosotis discolor",0.20,"R","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-4","Parentucellia viscosa",0.00,"R","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-4","Plantago lanceolata",1.30,"R","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-4","Plectritis congesta",0.30,"R","SD","NS","2007","Forb","Annual","Native","Yes"
"Bellfountain",2009,"BF-35-4","Poa pratensis",0.00,"R","SD","NS","2007","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-35-4","Prunella vulgaris",25.00,"R","SD","NS","2007","Forb","Perennial","Native",
"Bellfountain",2009,"BF-35-4","Ranunculus occidentalis",0.00,"R","SD","NS","2007","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-35-4","Rock",0.00,"R","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-35-4","Rubus ursinus",7.00,"R","SD","NS","2007","Shrub","Perennial","Native",
"Bellfountain",2009,"BF-35-4","Rumex acetosella",0.30,"R","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-35-4","Sherardia arvensis",1.00,"R","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-4","Triphysaria pusilla",0.10,"R","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-35-4","Veronica arvensis",0.10,"R","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-4","Vicia hirsuta",1.00,"R","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-35-4","Vicia sativa",0.80,"R","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-1","Achillea millefolium",0.00,"B","SD","SD","Both","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-37-1","Agoseris grandiflora",1.00,"B","SD","SD","Both","Forb","Perennial","Native",
"Bellfountain",2009,"BF-37-1","Agrostis",10.00,"B","SD","SD","Both","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-37-1","Aira caryophyllea",0.70,"B","SD","SD","Both","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-37-1","Bare Soil",8.00,"B","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-37-1","Brodiaea coronaria",0.50,"B","SD","SD","Both","Forb","Perennial","Native",
"Bellfountain",2009,"BF-37-1","Bromus hordeaceus",0.00,"B","SD","SD","Both","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-37-1","Cerastium glomeratum",1.20,"B","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-1","Elymus glaucus",0.00,"B","SD","SD","Both","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-37-1","Eriophyllum lanatum",1.20,"B","SD","SD","Both","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-37-1","Fragaria virginiana",0.00,"B","SD","SD","Both","Forb","Perennial","Native",
"Bellfountain",2009,"BF-37-1","Galium divaricatum",1.00,"B","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-1","Hypericum perforatum",0.10,"B","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-1","Hypochaeris radicata",0.10,"B","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-1","Leucanthemum vulgare",0.00,"B","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-1","Lichen",0.00,"B","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-37-1","Linanthus bicolor",60.00,"B","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-1","Litter",40.00,"B","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-37-1","Lomatium utriculatum",0.80,"B","SD","SD","Both","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-37-1","Lotus micranthus",0.10,"B","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-1","Luzula comosa",0.00,"B","SD","SD","Both","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-37-1","Madia gracilis",0.00,"B","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-1","Microsteris gracilis",0.00,"B","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-1","Moss",50.00,"B","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-37-1","Myosotis discolor",0.10,"B","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-1","Plectritis congesta",0.00,"B","SD","SD","Both","Forb","Annual","Native","Yes"
"Bellfountain",2009,"BF-37-1","Poa pratensis",0.00,"B","SD","SD","Both","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-37-1","Ranunculus occidentalis",0.40,"B","SD","SD","Both","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-37-1","Rock",0.00,"B","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-37-1","Rumex acetosella",0.10,"B","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-1","Sherardia arvensis",0.00,"B","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-1","Triphysaria pusilla",5.00,"B","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-1","Veronica arvensis",0.60,"B","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-1","Vicia sativa",0.00,"B","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-2","Agoseris grandiflora",0.00,"B","NS","SD","2006","Forb","Perennial","Native",
"Bellfountain",2009,"BF-37-2","Agrostis",3.00,"B","NS","SD","2006","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-37-2","Aira caryophyllea",0.30,"B","NS","SD","2006","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-37-2","Bare Soil",50.00,"B","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-37-2","Brodiaea coronaria",0.50,"B","NS","SD","2006","Forb","Perennial","Native",
"Bellfountain",2009,"BF-37-2","Bromus hordeaceus",0.00,"B","NS","SD","2006","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-37-2","Cerastium glomeratum",0.50,"B","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-2","Cruciata pedemontana",0.00,"B","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-2","Daucus carota",0.00,"B","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-2","Daucus pusillus",0.00,"B","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-2","Elymus glaucus",0.00,"B","NS","SD","2006","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-37-2","Epilobium brachycarpum",0.00,"B","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-2","Eriophyllum lanatum",0.20,"B","NS","SD","2006","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-37-2","Fragaria virginiana",0.30,"B","NS","SD","2006","Forb","Perennial","Native",
"Bellfountain",2009,"BF-37-2","Galium divaricatum",0.50,"B","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-2","Hypericum perforatum",0.10,"B","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-2","Hypochaeris radicata",0.00,"B","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-2","Leucanthemum vulgare",0.00,"B","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-2","Lichen",0.00,"B","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-37-2","Linanthus bicolor",60.00,"B","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-2","Litter",40.00,"B","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-37-2","Lomatium utriculatum",1.00,"B","NS","SD","2006","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-37-2","Lotus micranthus",0.80,"B","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-2","Luzula comosa",0.00,"B","NS","SD","2006","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-37-2","Microsteris gracilis",0.10,"B","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-2","Moss",4.00,"B","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-37-2","Myosotis discolor",0.20,"B","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-2","Plectritis congesta",0.00,"B","NS","SD","2006","Forb","Annual","Native","Yes"
"Bellfountain",2009,"BF-37-2","Ranunculus occidentalis",0.70,"B","NS","SD","2006","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-37-2","Rock",0.00,"B","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-37-2","Rumex acetosella",0.20,"B","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-2","Sherardia arvensis",0.00,"B","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-2","Symphoricarpos albus",0.70,"B","NS","SD","2006","Shrub","Perennial","Native",
"Bellfountain",2009,"BF-37-2","Triphysaria pusilla",4.00,"B","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-2","Veronica arvensis",0.30,"B","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-2","Vicia sativa",0.30,"B","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-3","Achillea millefolium",0.00,"B","SD","NS","2007","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-37-3","Agoseris grandiflora",1.30,"B","SD","NS","2007","Forb","Perennial","Native",
"Bellfountain",2009,"BF-37-3","Agrostis",3.00,"B","SD","NS","2007","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-37-3","Aira caryophyllea",0.50,"B","SD","NS","2007","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-37-3","Bare Soil",1.00,"B","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-37-3","Brodiaea coronaria",1.50,"B","SD","NS","2007","Forb","Perennial","Native",
"Bellfountain",2009,"BF-37-3","Bromus hordeaceus",0.00,"B","SD","NS","2007","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-37-3","Cerastium glomeratum",1.00,"B","SD","NS","2007","Forb","Annual","Exotic",
